acupoint_iri,acupoint,surface_region_iri,surface_region,related_region_iri,related_region,body_region_iri,body_region
http://www.acupunctureresearch.org/tara/ontology/TARA_8923096,LI 11,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0006807,ectepicondyle of humerus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0006807,ectepicondyle of humerus,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795338,lateral supraepicondylar ridge,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0006807,ectepicondyle of humerus,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795338,lateral supraepicondylar ridge,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0006807,ectepicondyle of humerus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9554328,LI 12,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795338,lateral supraepicondylar ridge,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5609823,LI 13,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_5609823,LI 13,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3744150,LI 14,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001476,deltoid,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3744150,LI 14,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001476,deltoid,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7829474,LI 15,http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_0002497,acromion,,
http://www.acupunctureresearch.org/tara/ontology/TARA_7829474,LI 15,http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_0011187,ventral tubercle of humerus,,
http://www.acupunctureresearch.org/tara/ontology/TARA_1252750,LI 16,http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_0001105,clavicle bone,,
http://www.acupunctureresearch.org/tara/ontology/TARA_1252750,LI 16,http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,,
http://www.acupunctureresearch.org/tara/ontology/TARA_1252750,LI 16,http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_4200020,suprascapular fossa,,
http://www.acupunctureresearch.org/tara/ontology/TARA_2260412,LI 17,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0002375,cricoid cartilage,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_2260412,LI 17,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001128,sternocleidomastoid,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_9159226,LI 18,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001128,sternocleidomastoid,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_9159226,LI 18,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001738,thyroid cartilage,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_8087484,LI 19,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0005928,external naris,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_8087484,LI 19,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0005402,philtrum,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_8087484,LI 19,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0005928,external naris,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8087484,LI 19,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0005402,philtrum,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8294181,LI 2,http://purl.obolibrary.org/obo/UBERON_0003622,manual digit 2,http://purl.obolibrary.org/obo/UBERON_0003695,metacarpophalangeal joint,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6681003,LI 20,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0006906,ala of nose,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_6681003,LI 20,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://uri.interlex.org/base/ilx_0795290,nasolabial sulcus,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_6681003,LI 20,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0006906,ala of nose,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6681003,LI 20,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://uri.interlex.org/base/ilx_0795290,nasolabial sulcus,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_7867167,LI 3,http://uri.interlex.org/base/ilx_0794954,dorsum of the hand,http://purl.obolibrary.org/obo/UBERON_0003695,metacarpophalangeal joint,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0859695,LI 4,http://uri.interlex.org/base/ilx_0794954,dorsum of the hand,http://purl.obolibrary.org/obo/UBERON_0003646,metacarpal bone of digit 2,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795333,dorsal wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795336,extensor pollicis brevis tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795337,extensor pollicis longus tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795289,radial fossa,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://purl.obolibrary.org/obo/UBERON_7500078,styloid process of radius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9876402,LI 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795333,dorsal wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_9876402,LI 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795333,dorsal wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8107205,LI 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795333,dorsal wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_8107205,LI 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795333,dorsal wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8455793,LI 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_8455793,LI 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0670229,LI 9,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_0670229,LI 9,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_2131658,LR 1,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_2131658,LR 1,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,http://purl.obolibrary.org/obo/UBERON_0009567,nail of pedal digit,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1330972,LR 11,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000303,adductor longus,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_1330972,LR 11,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000303,adductor longus,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1330972,LR 11,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000303,adductor longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3705619,LR 12,http://purl.obolibrary.org/obo/UBERON_0008337,inguinal part of abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,,
http://www.acupunctureresearch.org/tara/ontology/TARA_3705619,LR 12,http://purl.obolibrary.org/obo/UBERON_0008337,inguinal part of abdomen,http://purl.obolibrary.org/obo/UBERON_0003699,pubic symphysis,,
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0002225,costal arch,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0004610,rib 11,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795307,sixth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5047952,LR 14 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5047952,LR 14 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795322,midclavicular line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5047952,LR 14 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5047952,LR 14 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795307,sixth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1317028,LR 14 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1317028,LR 14 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1317028,LR 14 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795307,sixth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6862058,LR 2,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6862058,LR 2,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003632,pedal digit 2,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0001539,dorsalis pedis artery,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003650,metatarsal bone of digit 1,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003651,metatarsal bone of digit 2,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795325,tibialis anterior tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795325,tibialis anterior tendon,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795305,medial malleolus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3966458,LR 7,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0009990,medial condyle of tibia,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3966458,LR 7,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0009990,medial condyle of tibia,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0001381,semimembranosus muscle,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_8480009,tendon of semitendinosus,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0001381,semimembranosus muscle,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_8480009,tendon of semitendinosus,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0001381,semimembranosus muscle,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_8480009,tendon of semitendinosus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000950,gracilis,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0001373,sartorius muscle,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000950,gracilis,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0001373,sartorius muscle,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000950,gracilis,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0002446,patella,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1137686,LR 9,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0001373,sartorius muscle,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795283,first intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795284,infraclavicular fossa,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_2459635,LU 10,http://purl.obolibrary.org/obo/UBERON_0008878,palmar part of manus,http://purl.obolibrary.org/obo/UBERON_0003645,metacarpal bone of digit 1,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0831517,LU 11,http://purl.obolibrary.org/obo/UBERON_0001463,manual digit 1,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0831517,LU 11,http://purl.obolibrary.org/obo/UBERON_0001463,manual digit 1,http://purl.obolibrary.org/obo/UBERON_0011273,nail of manual digit 1,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0540755,LU 2,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
